count	tag	chosen	via	mt_rendering	candidates (wording|back-translation|f1|src)	flag
255	thigh gap	大腿缝隙	wiki_verified	大腿间隙	大腿缝隙|Thigh gap|1.0|wiki ; 大腿之间(绝对领域)|Between the thighs (Absolute Domain)|0.333|kb ; 股沟|groin|0.0|kb ; 大腿间隙|femoral space|0.0|kbmt	DEVIATES_FROM_PACK
253	holding phone	拿着手机	kb_verified	拿着手机	拿着手机|Holding a phone|1.0|kb	
252	playboy bunny	playboy兔女郎	kb_verified	花花公子兔娘	playboy兔女郎|Playboy Bunny Girl|0.8|kb ; 花花公子兔娘|Playboy Bunny Girl|0.8|mt ; 兔女郎|Bunny girl|0.5|wiki ; 花花公子兔子紧身连衣裤|Playboy Rabbit Bodysuit|0.4|kbmt ; 兔子套装|Rabbit set|0.0|kbmt	
251	breast press	挤压胸部	kb	胸部挤压	胸部压住|Press on the chest|0.5|wiki ; 乳房按压|Breast compression|0.5|kbmt ; 挤压胸部|Squeeze the chest|0.0|kb ; 胸部挤压|Chest compression|0.0|mt	
250	white socks	白色短袜	kb_verified	白色袜子	白靴下|White socks|1.0|wiki ; 白色袜子|White socks|1.0|mt ; 白色短袜|White short socks|0.8|kb ; 白色及膝|White knee-length|0.4|kbmt	
249	female masturbation	女性自慰	kb_verified	女性自慰	女性自慰|Female masturbation|1.0|kb ; 自慰（女）|Masturbation (female)|1.0|kbmt	
248	mask	面具	kb_verified	面具	面具|Mask|1.0|kb ; 假面|Mask|1.0|wiki ; 仮面|Mask|1.0|wiki	
248	fake tail	仿造的尾巴	kb_verified	假尾巴	仿造的尾巴|Fake tail|1.0|kb ; 假尾巴|Fake tail|1.0|mt ; 假动物尾巴|Fake animal tail|0.8|kbmt	
247	steaming body	发情	kb	汗湿的身体	热气腾腾的身体|Steaming body|1.0|kbmt ; 汗湿的身体|Sweaty body|0.5|mt ; 发情|estrus|0.0|kb ; 発情|Heat|0.0|wiki	PACK_UNVERIFIED_RIVAL
247	looking down	俯视	kb	低头看	低头|Look down|1.0|wiki ; 往下看|Look down|1.0|wiki ; 向下看|Look down|1.0|kbmt ; 低头看|Look down|1.0|mt ; 俯视|Top view|0.0|kb	PACK_UNVERIFIED_RIVAL
247	apron	围裙	kb_verified	围裙	围裙|apron|1.0|kb	
246	pov hands	第一人称视角的手部	mt_unverified	第一人称视角的手部	手视角|Hand view|0.5|kbmt ; 第一人称视角的手部|First-person perspective of a hand|0.333|mt ; 手伸来方向的视角|View from the direction the hand is reaching|0.286|kb	DEVIATES_FROM_PACK
245	strapless	无肩带款式	kb_verified	无肩带	无肩带|Strapless|1.0|kbmt ; 无肩带款式|Strapless style|0.667|kb	
244	scrunchie	发束	kb	发箍	发束|hair tie|0.0|kb ; 大肠发圈|Large intestine hair tie|0.0|wiki ; 大肠圈发圈|Large intestine loop hair clip|0.0|wiki ; 发箍|hair band|0.0|mt ; 松紧的|Loose|0.0|kbmt	
243	red bow	红色蝴蝶结	kb_verified	红色蝴蝶结	红色蝴蝶结|Red bow|1.0|kb ; 红色领结|Red tie|0.5|kbmt	
243	3girls	3个女性	kb	3个女性	3个女性|3 women|0.0|kb ; 三个女孩|Three girls|0.0|wiki	
242	cloud	云	kb_verified	云朵	云|cloud|1.0|kb ; 云朵|Clouds|1.0|mt	
240	belt	皮带	kb_verified	腰带	皮带|belt|1.0|kb ; 腰带|belt|1.0|kb	
239	plaid skirt	格子呢短裙	kb_verified	格子裙	格子呢短裙|Plaid Skirt|1.0|kb ; 格子裙|Plaid skirt|1.0|kbmt	
239	aqua hair	水蓝色头发	kb_verified	水蓝色头发	水蓝色头发|Aqua blue hair|0.8|kb ; 青发|Blue Hair|0.5|wiki ; 水蓝发|Aquamarine hair|0.5|wiki ; 青色的头发|Blue hair|0.5|kbmt ; 蓝绿色的头发|Blue-green hair|0.4|kbmt	
238	dress lift	掀起裙子	kb_verified	裙摆上扬	掀起裙子|Lift the skirt|0.5|kb ; 掀裙|Lift the skirt|0.5|wiki ; 礼服电梯|Ballroom elevator|0.0|kbmt ; 裙摆上扬|Sleeve hem rises|0.0|mt	
238	chair	椅子	kb_verified	椅子	椅子|Chair|1.0|kb	
237	clothing cutout	衣服漏洞	kb_verified	服装镂空设计	衣服漏洞|Holes in clothes|0.5|kb ; 衣服开口|Clothing opening|0.5|wiki ; 衣服剪裁|Clothing cut|0.5|kbmt ; 服装镂空设计|Hole-pattern design on clothing|0.333|mt	
236	top-down bottom-up	脸朝下屁股朝上	kb_verified	自上而下 自下而上	自上而下 自下而上|Top-down Bottom-up|1.0|mt ; 脸朝下屁股朝上|Face down, butt up|0.5|kb ; 头在下臀在上|Head down, hips up|0.5|wiki ; 屁股朝上|Butt up|0.333|kbmt ; 趴着翘臀|Lying down, lifting the buttocks|0.25|kb	
236	neck bell	颈铃	kb_verified	颈铃	脖子上戴着铃铛|Bell around the neck|0.8|wiki ; 颈铃|Neck weight|0.5|kb ; 铃铛项圈|Bell collar|0.5|wiki ; 铃领|Bell collar|0.5|kbmt ; 领口|neckline|0.0|kbmt	
236	crop top	露腹短上衣	kb_verified	露肩上装	露腹短上衣|Crop top|1.0|kb ; 露脐上衣|Crop top|1.0|wiki ; 作物顶部|Top of crop|1.0|kbmt ; 短款上衣|Short top|0.5|wiki ; 露肩上装|Off-shoulder top|0.4|mt	
236	black bow	黑蝴蝶结	kb_verified	黑色蝴蝶结	黑蝴蝶结|Black bow|1.0|kb ; 黑弓|Black Bow|1.0|kbmt ; 黑色蝴蝶结|Black bow|1.0|mt	
234	one side up	只扎了一边的头发	kb_verified	正面朝上	只扎了一边的头发|Only one side of the hair is tied up|0.571|kb ; 一面朝上|Face up|0.5|kbmt ; 正面朝上|Face up|0.5|mt ; 不完全单马尾|Incomplete single ponytail|0.0|wiki	
231	pubic hair	阴毛	kb_verified	阴毛	阴毛|pubic hair|1.0|kb ; 毛茸茸的猫阴毛pubichair|Furry cat pubic hair|0.667|kbmt	
231	curtains	窗帘	kb_verified	窗帘	窗帘|Curtains|1.0|kb ; 窗帘窗帘|Curtains Curtains|1.0|kbmt	
230	stomach bulge	鼓起的小腹	kb	凸出的腹部	腹部隆起|Abdominal bulge|0.5|wiki ; 胃胀|Bloating in the stomach|0.5|kbmt ; 鼓起的小腹|Puffed up belly|0.0|kb ; 凸出的腹部|Protruding abdomen|0.0|mt	
230	black nails	黑色指甲	kb_verified	黑色指甲	黑色指甲|Black nails|1.0|kb ; 黑指甲|Black nails|1.0|kbmt	
230	black hairband	黑色发带	kb_verified	黑色发带	黑色发带|Black hairband|1.0|kb	
229	undressing	脱衣服中	kb_verified	脱衣	脱衣服中|Undressing|1.0|kb ; 脱衣|Undress|0.0|kb ; 半脱|Semi-detached|0.0|wiki ; 条|strip|0.0|kbmt	
229	arched back	拱背	kb_verified	弓背	拱背|arch back|1.0|kb ; 弓背|Hunched back|0.5|kbmt ; 伸腰|Stretch|0.0|wiki ; 伸懒腰|Stretch|0.0|wiki	
225	elf	精灵	kb_verified	精灵族	精灵|elf|1.0|kb ; 精灵之耳|Elf Ear|0.667|kbmt ; 精灵族|Elves|0.0|mt	
224	puffy sleeves	蓬蓬的袖子	kb_verified	蓬松袖子	蓬蓬的袖子|Puffy sleeves|1.0|kb ; 蓬松袖|Puffy sleeves|1.0|wiki ; 蓬松袖子|Puffy sleeves|1.0|mt ; 泡泡袖|bubble sleeves|0.5|wiki ; 浮肿的肩膀|Swollen shoulders|0.0|kbmt	
222	dot nose	小圆点鼻	kb_verified	圆鼻子	小圆点鼻|Little dot nose|0.8|kb ; 圆鼻子|Round nose|0.5|mt ; 点鼻|Nasal spray|0.0|kbmt	
222	bow panties	带蝴蝶结的内裤	kb_verified	蝴蝶结内裤	带蝴蝶结的内裤|Bra with bow|0.5|kb ; 蝴蝶结内裤|Bowknot panties|0.5|mt ; 内裤蝴蝶结|Bra strap bow|0.4|kbmt	
221	used condom	用过的避孕套	kb_verified	使用过避孕套	用过的避孕套|Used condoms|1.0|kb ; 使用过避孕套|Used a condom|1.0|mt	
221	brother and sister	兄妹	kb_verified	兄妹	兄妹|brother and sister|1.0|kb ; 姐弟|sibling|0.0|kb ; 兄弟姐妹|siblings|0.0|kbmt	
220	restrained	拘束	kb	克制	拘束|Restraint|0.0|kb ; 束缚|Restriction|0.0|wiki ; 四肢拘束|Limb restraint|0.0|wiki ; 克制|Restraint|0.0|mt ; 克制的|moderate|0.0|kbmt	
218	wet clothes	湿衣服	kb_verified	湿衣服	湿衣服|Wet clothes|1.0|kb ; 浸湿衣物|Wet the clothes|1.0|wiki ; 湿身(着衣)|Wet (clothed)|1.0|wiki ; 湿衣服湿衣服|Wet clothes Wet clothes|1.0|kbmt	
218	beach	海滩	kb_verified	海滩	海滩|Beach|1.0|kb ; 沙滩|Beach|1.0|wiki ; 砂浜|beach|1.0|wiki	
217	moaning	呻吟	kb	呻吟声	呻吟声|Moans|1.0|mt ; 呻吟|groan|0.0|kb ; 娇喘|gasping softly|0.0|wiki	PACK_UNVERIFIED_RIVAL
217	cat girl	猫娘	kb	猫娘	猫耳娘|Cat Ear Girl|0.8|wiki ; 猫娘|Catgirl|0.0|kb ; 猫人|Feline|0.0|wiki ; 猫女|Catgirl|0.0|kbmt	PACK_UNVERIFIED_RIVAL
216	interracial	跨人种的	kb	混血	跨种族|Interracial|1.0|kbmt ; 跨人种的|Interethnic|0.0|kb ; 异人种间|interethnic|0.0|wiki ; 混血|Mixed race|0.0|mt	PACK_UNVERIFIED_RIVAL
216	animal print	动物印花	kb_verified	动物纹图案	动物印花|Animal print|1.0|kb ; 动物纹图案|Animal print pattern|0.8|mt	
214	tan	小麦色(皮肤)	kb_verified	古铜色肌肤	小麦色|Tan|1.0|wiki ; 小麦色(皮肤)|Tan (skin)|0.667|kb ; 小麦肌|Wheaty skin|0.0|wiki ; 古铜色肌肤|Tanned skin|0.0|mt ; 晒黑晒黑的皮肤|Tanned, tanned skin|0.0|kbmt	
214	mature female	熟女	kb	成熟女性	母性的女体|Maternal female form|0.4|wiki ; 成熟成熟的女人摩洛伊斯兰解放阵线|Mature mature woman Moro Islamic Liberation Front|0.25|kbmt ; 熟女|cougar|0.0|kb ; 人妻|married woman|0.0|wiki ; 成熟女性|Adult woman|0.0|mt	
214	ffm threesome	女女男3P	kb	女女男三人行	女女男3P|Female Female Male 3P|0.0|kb ; 三人行|A Walk in the Woods|0.0|kbmt ; 女女男三人行|Three-way sex with two women and one man|0.0|mt	
213	halterneck	绕颈系带	kb	露肩装	绕颈系带|Neck strap|0.0|kb ; 颈挂式|Neck挂式|0.0|wiki ; 露肩装|Off-shoulder dress|0.0|mt ; 吊带背心吊带背心|Tank top Tank top|0.0|kbmt	
213	demon horns	恶魔的角	kb_verified	恶魔角	恶魔的角|The Devil’s Horns|0.5|kb ; 恶魔角|Devil’s Horn|0.5|mt ; 魔鬼角|Devil’s Corner|0.0|kbmt	
212	neckerchief	领巾	kb	领巾	领巾|Scarf|0.0|kb ; 围巾|Scarf|0.0|kbmt	
212	eyelashes	睫毛	kb_verified	睫毛	睫毛|eyelashes|1.0|kb	
209	x-ray	透视	kb	X光透视	X光透视|X-ray fluoroscopy|0.8|mt ; 射线|ray|0.667|kbmt ; 透视|Perspective|0.0|kb ; 截面|Cross-section|0.0|wiki	PACK_UNVERIFIED_RIVAL
207	huge ass	大屁股	kb	巨臀	巨尻|Big ass|0.5|wiki ; 巨臀|Big ass|0.5|mt ; 大屁股|Big butt|0.0|kb ; 爆尻|Bursting Butt|0.0|wiki ; 大屁股大屁股|Big butt, big butt|0.0|kbmt	
206	leg grab	抓着腿	kb	抓腿	抓腿|Grab legs|0.5|kbmt ; 抓着腿|Grabbing the legs|0.0|kb	
206	^^^	^^^	passthrough			NO_PACK
203	gangbang	轮奸	kb	群交	轮奸|gang rape|0.0|kb ; 群交|Group sex|0.0|kbmt	
203	deep penetration	捅到子宫	kb	深度插入	深度插入|Deep Insertion|0.5|mt ; 捅到子宫|Pierced the uterus|0.0|kb ; 完全插入|Fully inserted|0.0|wiki ; 球深|Ball depth|0.0|kbmt	
201	star (symbol)	星形	kb_verified	星星符号	星星符号|Star symbol|1.0|mt ; 星号（符号）|Star (symbol)|1.0|kbmt ; 星形|Star-shaped|0.5|kb ; 星星(形状)|Star (shape)|0.5|wiki	
201	pants	裤子	kb_verified	裤子	裤子|Pants|1.0|kb ; 长裤|Trousers|0.0|wiki ; 长裤长裤|Trousers Trousers|0.0|kbmt	
201	lace	蕾丝	kb_verified	蕾丝	蕾丝|Lace|1.0|kb	
201	hand on another's head	手放在他人头上	mt_unverified	手放在他人头上	手放在对方的头上|Place your hand on the other person's head|0.444|kb ; 手放在他人头上|Place your hand on someone else's head|0.444|mt ; 把手放在别人的头上|Put your hand on someone else's head|0.444|kbmt	DEVIATES_FROM_PACK
200	torso grab	抓着躯干	kb_verified	抓住躯干	抓住躯干|Grab the torso|1.0|mt ; 抓着躯干|Grasping the torso|0.5|kb ; 臀部抓腰抓|Grabbing the hips and waist|0.0|kbmt	
200	profile	侧颜	kb_verified	侧脸	侧颜|Side profile|0.667|kb ; 侧脸|Side profile|0.667|mt ; 侧面绘|Side view|0.0|kb ; 在简介中|In the introduction|0.0|kbmt	
200	leotard	芭蕾服	kb	连体紧身衣	芭蕾服|Ballet costume|0.0|kb ; 紧身连身衣裤|Form-fitting one-piece suit|0.0|kb ; 紧身衣|Lycra suit|0.0|kbmt ; 连体紧身衣|One-piece bodysuit|0.0|mt	
199	standing on one leg	单腿站立	kb_verified	单脚站立	一只腿|One leg|0.667|kbmt ; 单腿站立|One-legged stand|0.5|kb ; 单脚站立|Stand on one foot|0.5|mt ; 一只脚|One foot|0.0|kbmt	
199	sleeping	睡觉	kb_verified	睡觉	睡眠|Sleep|1.0|wiki ; 睡觉|Go to sleep|0.667|kb ; 睡着了|Fall asleep|0.0|kbmt	
199	object insertion	异物插入	kb_verified	物品插入	异物插入|Foreign object insertion|0.8|kb ; 异物挿入|Foreign object insertion|0.8|wiki ; 物品插入|Item insertion|0.5|mt ; 插入|Insert|0.0|kbmt	
199	internal cumshot	内射断面图	kb	体内射精	体内射精截面图|Cross-section of internal ejaculation|0.333|wiki ; 内射断面图|Endoscopic cross-section|0.0|kb ; 子宫内射精|intrauterine ejaculation|0.0|wiki ; 体内射精|Intrauterine ejaculation|0.0|mt ; 射在子宫内|Shooting into the uterus|0.0|kbmt	
198	thong	丁字裤	kb_verified	丁字裤	丁字裤|Thong|1.0|kb ; 丁字内裤|Thong underwear|0.667|kb	
197	sleeveless shirt	无袖衬衫	kb_verified	无袖衬衫	无袖衬衫|Sleeveless shirt|1.0|kb ; 无袖上衣|Sleeveless top|0.5|kbmt	
197	head tilt	歪着头	kb_verified	歪头	歪着头|Tilting head|1.0|kb ; 歪头|Tilt head|1.0|mt ; 头部倾斜|Head tilted|1.0|kbmt	
195	partially visible vulva	部分可见的外阴	wiki_verified	部分可见的外阴部	部分可见的外阴|Partially visible vulva|1.0|kbmt ; 部分可见的外阴部|Partially visible vulva|1.0|mt ; 可以看见一部分外阴|A part of the vulva can be seen.|0.25|kb ; 大阴唇|labia majora|0.0|wiki	DEVIATES_FROM_PACK
194	white bra	白色胸罩	kb_verified	白色胸罩	白色胸罩|White bra|1.0|kb ; 白色文胸|White bra|1.0|kbmt ; 白下着|White undergarments|0.5|wiki	
194	string bikini	系绳比基尼	kb_verified	串珠比基尼	系绳比基尼|Ribbon bikini|0.5|kb ; 系带比基尼|Strap bikini|0.5|kbmt ; 串珠比基尼|Beaded bikini|0.5|mt ; 细绳比基尼|Thin Rope Bikini|0.4|wiki ; 纽水着|New swimsuit|0.0|wiki	
194	cup	杯子	kb_verified	杯状物	杯子|cup|1.0|kb ; 杯状物|cup-shaped object|0.5|mt ; 杯子喝水杯|Mug Drinking Cup|0.5|kbmt ; 水杯|Water bottle|0.0|wiki	
193	garter straps	吊带袜的吊带	kb	过膝袜吊带	吊袜带|Garter belt|0.5|kbmt ; 吊带袜的吊带|Strap of thigh-high socks|0.333|kb ; 过膝袜吊带|Knee-high sock strap|0.333|mt	
193	bright pupils	明亮的瞳孔	kb_verified	明亮的眼瞳	明亮的瞳孔|Bright pupils|1.0|kb ; 明亮的眼瞳|Bright eyes|0.5|mt	
193	ahegao	阿嘿颜	kb	萌系脸蛋	阿合高|Ahegao|1.0|kbmt ; 阿嘿颜|Aheyan|0.0|kb ; 阿黑颜|Aheiyan|0.0|wiki ; 高潮脸|Orgasm face|0.0|wiki ; 萌系脸蛋|Cute face|0.0|mt	PACK_UNVERIFIED_RIVAL
192	x hair ornament	X形发饰	kb_verified	X型发饰	x发饰|x hair accessory|0.667|kbmt ; X形发饰|X-shaped hair accessory|0.571|kb ; X型发饰|X-shaped hair accessory|0.571|mt	
192	grabbing from behind	从背后揉胸	kb_verified	从背后抓住	从后面抓住|Grab from behind|0.667|kbmt ; 从背后抓住|Grab from behind|0.667|mt ; 从背后揉胸|Rubbing the chest from behind|0.571|kb ; 从背后抓住胸部|Grab the chest from behind|0.571|kb	
191	yuri	百合	kb	百合向	百合向|Yuri-oriented|0.667|mt ; 百合|Lily|0.0|kb ; 女同性恋|Lesbian|0.0|wiki ; 社会人百合|Adult百合|0.0|wiki ; 女孩的爱女孩爱女孩爱女同性恋少女爱|Girl’s love Girl loves girl Girl loves lesbian girls Love|0.0|kbmt	
191	aroused	性兴奋	kb	兴奋	性兴奋|Sexual arousal|0.0|kb ; 性唤起|Sexual arousal|0.0|wiki ; 被挑逗|Taunted|0.0|wiki ; 引起|cause|0.0|kbmt ; 兴奋|Excited|0.0|mt	
190	watermark	水印	kb_verified	水印	水印|Watermark|1.0|kb ; 版权声明加水印|Copyright notice with watermark|0.5|kbmt	
190	safe	全年龄	rating			NO_PACK
189	saliva trail	唾液拉丝	kb_verified	唾液痕迹	唾液拉丝|Saliva stretch|0.5|kb ; 唾液串|Saliva strings|0.5|kbmt ; 唾液痕迹|Saliva traces|0.5|mt ; 唾液线|Salivary glands|0.0|wiki	
189	fox ears	狐耳	kb_verified	狐耳	狐耳|Fox ears|1.0|kb ; 狐狸咪咪|Fox Mimi|0.5|kbmt	
189	crossed bangs	交叉的刘海	kb_verified	交叉刘海	交叉的刘海|Crossed bangs|1.0|kb ; 交叉刘海|Crossed bangs|1.0|kbmt	
189	camisole	无袖紧身背心	kb	背心	无袖紧身背心|Sleeveless tight tank top|0.0|kb ; 吊带衫|Tank top|0.0|wiki ; 无袖紧身背心(细肩带)|Sleeveless Tank Top (Thin Straps)|0.0|wiki ; 背心|Vest|0.0|mt ; 吊带背心|Strap top|0.0|kbmt	
189	bouncing breasts	乳摇	kb_verified	晃动的巨乳	弹跳的乳房|Bouncing breasts|1.0|kbmt ; 乳摇|Breast shake|0.5|kb ; 晃动的巨乳|Swaying giant breasts|0.4|mt ; 乳分身|Milk Clone|0.0|wiki	
188	grey shirt	灰色上衣	kb	灰色衬衫	灰色衬衫|Gray shirt|0.5|kbmt ; 灰色上衣|Gray jacket|0.0|kb	
188	chinese clothes	中国风	kb_verified	汉服	中国衣服|Chinese clothes|1.0|kbmt ; 中国风|Chinese style|0.5|kb ; 华服|Elegant clothing|0.5|wiki ; 唐装|Hanfu|0.0|kb ; 汉服|Hanfu|0.0|mt	
188	black shorts	黑色短裤	kb_verified	黑色短裤	黑色短裤|Black shorts|1.0|kb	
185	desk	书桌	kb_verified	书桌	书桌|desk|1.0|kb ; 办公桌|Desk|1.0|kbmt ; 机|machine|0.0|wiki ; 桌子|table|0.0|wiki	
184	swept bangs	扫把状刘海	kb	飘逸的刘海	偏分刘海|Sloped bangs|0.5|wiki ; 扫刘海|Sweep bangs|0.5|kbmt ; 飘逸的刘海|Elegant bangs|0.5|mt ; 扫把状刘海|Broom-shaped bangs|0.4|kb	
183	rolling eyes	翻白眼	kb_verified	翻白眼	翻白眼|Roll eyes|1.0|kb ; 眼球上翻|Eyes rolling upward|0.8|wiki ; 白目|white eyes|0.5|wiki ; 眼珠|eyeball|0.0|kbmt	
183	breasts squeezed together	巨乳紧贴在一起	mt_unverified	巨乳紧贴在一起	巨乳紧贴在一起|Big breasts pressed together|0.571|mt ; 胸部挤在一起|Chests pressed together|0.333|wiki	NO_PACK
183	armpit crease	腋窝皱褶	kb	腋下皱褶	腋窝皱褶|Axillary fold|0.0|kb ; 腋下皱纹|Underarm wrinkles|0.0|kbmt ; 腋下皱褶|Axillary fold|0.0|mt	
182	sleeves past wrists	袖子长过手腕	kb_verified	袖子及过手腕处	袖子过腕|Sleeves past the wrist|1.0|kbmt ; 袖子及过手腕处|Sleeves and above wrists|0.667|mt ; 袖子长过手腕|The sleeves are longer than the wrists.|0.571|kb ; 萌袖|Cute Sleeves|0.4|wiki	
182	mole on breast	乳房上有痣	kb_verified	乳房上的痣	乳房上有痣|There is a mole on the breast|0.8|kb ; 胸部痣|Mole on chest|0.5|wiki ; 乳房上的痣|Moles on the breast|0.5|kbmt	
181	hanging breasts	垂坠的巨乳	mt_unverified	垂坠的巨乳	下垂的乳房|Sagging breasts|0.5|wiki ; 挂布布|Hang the cloth|0.5|kbmt ; (俯身)双乳下垂|(Bending over) Sagging breasts|0.333|kb ; 垂坠的巨乳|Plump breasts that drape downward|0.286|mt	DEVIATES_FROM_PACK
181	fishnets	渔网装(袜)	kb_verified	网袜	鱼网|Fishnet|1.0|kbmt ; 渔网服饰|Fishnet Clothing|0.667|wiki ; 渔网装(袜)|Fishnet set (socks)|0.5|kb ; 渔网|fishing net|0.0|kb ; 网袜|stockings|0.0|mt	
180	m legs	M字摆腿	kb	修长双腿	M字开腿|M-splits|0.5|wiki ; 米腿|Rice legs|0.5|kbmt ; 修长双腿|Slender legs|0.5|mt ; M字摆腿|M-shaped leg swing|0.333|kb ; M字开脚|M-shaped feet separation|0.333|wiki	
180	lingerie	女式内衣	kb	内衣	女式内衣|Women's underwear|0.0|kb ; 内衣|underwear|0.0|kbmt	
180	holding another's hair	握着别人的头发	kb_verified	握住他人的头发	握着别人的头发|Holding someone else’s hair|0.571|kb ; 握别人头发|Grabbing someone's hair|0.333|wiki ; 抓着别人的头发|Grabbing someone’s hair|0.333|kbmt ; 握住他人的头发|Grabbing someone else's hair|0.286|mt	
180	gradient background	渐变的背景	kb_verified	渐变背景	渐变的背景|Gradient background|1.0|kb ; 渐变色背景|Gradient background|1.0|wiki ; 渐变背景|Gradient background|1.0|kbmt ; 渐变色(效果)的背景|Gradient (effect) background|0.8|kb	
180	boots	长靴	kb_verified	靴子	长靴|boots|1.0|kb ; 引导裸靴|Guided Barefoot Boots|0.5|kbmt ; 靴子|Shoes|0.0|mt	
179	wide hips	宽盆骨	kb_verified	宽臀	宽臀|Wide hips|1.0|mt ; 宽盆骨|Wide pelvis|0.5|kb ; 安产型|Easy delivery type|0.0|kb ; 沙漏型身材|Hourglass figure|0.0|kb	
179	blue bow	蓝色蝴蝶结	kb_verified	蓝色蝴蝶结	蓝色蝴蝶结|Blue bow|1.0|kb ; 蓝弓|Blue Bow|1.0|kbmt	
178	sisters	姐妹	kb_verified	姐妹们	姐妹|Sisters|1.0|kb ; 姉妹|sisters|1.0|wiki ; 姉妹百合|Sister百合|1.0|wiki ; 姐妹们|Sisters|1.0|mt	
178	single thighhigh	只有一条腿有穿着	wiki_unverified	单人过膝袜	只有一条腿有穿着|Only one leg is wearing something.|0.0|kb ; 大腿一大腿|Thigh thigh|0.0|kbmt	
178	clitoris	阴核	kb_verified	阴蒂	阴核|clitoris|1.0|kb ; 阴蒂|clitoris|1.0|kb	
177	sleeveless dress	无袖连衣裙	kb_verified	无袖连衣裙	无袖连衣裙|Sleeveless dress|1.0|kb	
177	sketch	素描	kb_verified	素描	素描|Sketch|1.0|kb ; 粗糙的草图|Rough sketch|0.667|kbmt	
177	mind control	洗脑	kb	精神控制	精神控制|Mind control|1.0|mt ; 洗脑|Brainwashing|0.0|kb ; 洗脳|Brainwashing|0.0|wiki ; 洗脳装置|Brainwashing device|0.0|wiki	PACK_UNVERIFIED_RIVAL
177	grabbing another's hair	抓着对方的头发	kb_verified	抓别人的头发	抓着对方的头发|Grabbing the other person’s hair|0.571|kb ; 抓别人头发|Pulling someone's hair|0.333|wiki ; 拉别人的头发|Pulling someone's hair|0.333|kbmt ; 抓别人的头发|Pulling someone's hair|0.333|mt	
176	tank top	无袖紧身背心	kb_verified	背心	无袖紧身背心|Sleeveless tight tank top|0.667|kb ; 背心|Vest|0.0|kbmt	
176	orgasm	高潮	kb	高潮	性高潮|orgasm|1.0|kbmt ; 高潮|climax|0.0|kb ; 绝顶|Peak|0.0|kb	PACK_UNVERIFIED_RIVAL
175	?	?	passthrough			NO_PACK
174	straight hair	直发	kb_verified	直发	直发|Straight hair|1.0|kb ; 直毛|straight hair|1.0|wiki	
174	dutch angle	德式倾斜镜头	kb	斜角构图	倾斜角度|Tilt angle|0.5|wiki ; 德式倾斜镜头|German tilt lens|0.0|kb ; 荷兰角|Cape Holland|0.0|kbmt ; 斜角构图|Diagonal composition|0.0|mt	
173	wavy mouth	薯片嘴型	kb	波浪形嘴巴	波浪嘴|Wavy mouth|1.0|kbmt ; 波浪形嘴巴|Wavy mouth|1.0|mt ; 薯片嘴型|Chip mouth shape|0.4|kb	PACK_UNVERIFIED_RIVAL
173	nipple tweak	玩弄乳头	kb	乳头微调	乳头捏|Nipple pinch|0.5|kbmt ; 乳头微调|Nipple fine-tuning|0.4|mt ; 玩弄乳头|Playing with nipples|0.0|kb ; 捏乳头|Pinch nipples|0.0|wiki	
172	highleg one-piece swimsuit	高筒连体泳装	mt_unverified	高筒连体泳装	高叉连体泳衣|High-waisted one-piece swimsuit|0.571|wiki ; 高筒连体泳装|High-waisted one-piece swimsuit|0.571|mt	NO_PACK
172	black hat	黑色帽子	mt_verified	黑色帽子	黑色帽子|Black hat|1.0|mt	NO_PACK
172	arms behind head	双手抱头	kb	双手抱头	双手放在脑后|Place both hands behind your head|0.444|kbmt ; 双手抱头|Hold head in hands|0.333|kb	
170	wariza	鸭子坐	kb	歪头	鸭子坐|Duck sits|0.0|kb ; 割座|Give up one's seat|0.0|wiki ; 歪头|Tilt head|0.0|mt ; w-腿|W-legs|0.0|kbmt ; w-坐着|w-sitting|0.0|kbmt	
170	ear piercing	穿耳洞	kb	穿耳洞	耳洞|Piercing|0.667|wiki ; 穿耳洞|Get ear piercings|0.4|kb ; 耳洞耳洞|Piercings Piercings|0.0|kbmt	
170	cardigan	开襟衫	kb_verified	开襟毛衣	开襟衫|Cardigan|1.0|kb ; 开衫|Cardigan|1.0|wiki ; 开襟毛衣|Open-neck sweater|0.0|mt	
170	blue shirt	蓝色衬衫	kb_verified	蓝色衬衫	蓝色衬衫|Blue shirt|1.0|kb	
170	black leotard	黑色连身衣	kb	黑色连身紧身衣	黑色紧身衣|Black bodysuit|0.5|kbmt ; 黑色连身衣|Black one-piece suit|0.4|kb ; 黑色连身紧身衣|Black one-piece bodysuit|0.4|mt	
169	torn pantyhose	破损的裤袜	kb_verified	破损的过膝袜	破损的裤袜|Torn pantyhose|1.0|kb ; 撕裂的连裤袜|Torn pantyhose|1.0|kbmt ; 破洞连裤袜|Holey leggings|0.0|wiki ; 破损的过膝袜|Damaged knee-high socks|0.0|mt	
169	tearing up	要哭的表情	kb	流泪	撕毁|tear up|1.0|kbmt ; 要哭的表情|Face expressing sadness|0.0|kb ; 泪目|Teary eyes|0.0|wiki ; 流泪|Crying|0.0|mt	PACK_UNVERIFIED_RIVAL
169	lace trim	蕾丝镶边	kb_verified	蕾丝边饰	蕾丝镶边|Lace trim|1.0|kb ; 蕾丝边|lace trim|1.0|wiki ; 花边饰边|Lace trim|1.0|kbmt ; 蕾丝边饰|Lace trim|1.0|mt	
