count	axis	en	ja_current	via	mt_ja	alts	candidates	flags
18	general	hand on own stomach	自分のお腹に手を当てる	mt_unverified	自分のお腹に手を当てる		自分の腹に手を置く(tagpair)|自分の腹に手を当てる(tagpair)|自分のお腹に手を当てる(mt)	mt_unverified
18	general	red-framed eyewear	赤いフレームの眼鏡	mt_unverified	赤いフレームの眼鏡	赤眼鏡|赤縁眼鏡	赤眼鏡(wiki)|赤縁メガネ(wiki)|赤いフレームの眼鏡(mt)|赤縁眼鏡(wiki)	mt_unverified
18	general	holding own hair	自分の髪を持つ	mt_unverified	自分の髪を持つ		自分の髪を持つ(tagpair)|自分の髪を持つ人(tagpair)	mt_unverified
18	general	huge ahoge	巨大なアホゲ	mt_unverified	巨大なアホゲ		巨大なアホゲ(mt)|超アホ毛(wiki)|巨大アホ毛(tagpair)	mt_unverified
18	general	yellow bowtie	黄色い蝶ネクタイ	mt_unverified	黄色い蝶ネクタイ		黄色い蝶ネクタイ(tagpair)|黄色の蝶ネクタイ(tagpair)	mt_unverified
18	general	ejaculation between breasts	巨乳の間での射精	mt_unverified	巨乳の間での射精		巨乳の間での射精(mt)	injected-word;mt_unverified
18	general	chibi	チビ	mt_unverified	チビ	チビ|SDメカ|ちびキャラ|ちびきゃら	ちびキャラ(tagpair)|ちび(wiki)|チビ(wiki)|SDメカ(wiki)|ミニキャラ(tagpair)	mt_unverified
18	general	;)	;)	mt_unverified	;)		ウインク笑顔(tagpair)|ウインクスマイル(tagpair)|;)(mt)	mt_unverified
18	general	sagging breasts	垂れた巨乳	mt_unverified	垂れた巨乳	長乳	垂れ乳(wiki)|長乳(wiki)|垂れた巨乳(mt)	injected-word;mt_unverified
18	general	convenient hair	使いやすい髪飾り	mt_unverified	使いやすい髪飾り	ディフェンスに定評のある髪	髪ブラ(wiki)|使いやすい髪飾り(mt)|ディフェンスに定評のある髪(wiki)	mt_unverified
18	general	hair over breasts	胸の上の髪	mt_unverified	胸の上の髪		髪ブラ(wiki)|胸の上の髪(mt)	mt_unverified
18	general	penis measuring	ペニスのサイズ測定	mt_unverified	ペニスのサイズ測定		ペニスのサイズ測定(mt)|下腹部定規(wiki)	mt_unverified
18	general	grey cardigan	グレーのカーディガン	mt_unverified	グレーのカーディガン		灰色のカーディガン(tagpair)|グレーのカーディガン(mt)	mt_unverified
18	general	testicle sucking	睾丸を吸う	mt_unverified	睾丸を吸う	玉舐め|玉フェラ|玉しゃぶり	睾丸を吸う(mt)|玉吸い(wiki)|玉舐め(wiki)|玉フェラ(wiki)	mt_unverified
18	general	hand on another's face	他人の顔に手を置く	mt_unverified	他人の顔に手を置く		顔に手を置く(tagpair)|顔に手を添える(tagpair)|他人の顔に手を置く(mt)	mt_unverified
18	general	undressing another	他人の服を脱がせる	mt_unverified	他人の服を脱がせる		脱がせる(tagpair)|他人の服を脱がせる(mt)|脱衣(tagpair)	mt_unverified
18	general	!!	!!	mt_unverified	!!		!!(mt)|二重感嘆符(tagpair)	mt_unverified
18	general	mismatched pubic hair	形の合わない陰毛	mt_unverified	形の合わない陰毛		色違い陰毛(wiki)|形の合わない陰毛(mt)	mt_unverified
18	general	chest harness	胸当て	mt_unverified	胸当て		ハーネス(wiki)|胸当て(mt)	mt_unverified
18	general	miko	巫女	mt_unverified	巫女	巫女服	巫女服(wiki)|巫女(wiki)	mt_unverified
18	general	headpat	頭を撫でる	mt_unverified	頭を撫でる	撫でる|なでなで|頭なでなで	なでる(wiki)|撫でる(wiki)|なでなで(wiki)|頭なでなで(tagpair)|頭を撫でる(mt)	mt_unverified
18	general	crescent	三日月形	mt_unverified	三日月形	新月|三日月	三日月形(mt)|三日月(tagpair)|みかづき(wiki)|新月(wiki)	mt_unverified
18	general	virgin killer sweater	処女殺人犯セーター	mt_unverified	処女殺人犯セーター	例のセーター|童貞を殺すセーター	処女殺人犯セーター(mt)|例のセーター(wiki)|童貞を殺すセーター(wiki)|スケベニット(wiki)	mt_unverified
18	general	phimosis	包茎	mt_verified	包茎		包茎(wiki)	han-outside-inventory
18	general	blue gem	青い宝石	mt_unverified	青い宝石	青玉	青い宝石(mt)|サファイア(wiki)|青玉(wiki)	mt_unverified
18	general	aged up	年上バージョン	mt_unverified	年上バージョン	30ライブ!|オトナけもフレ|成長ダミアニャ|成長イブキシリーズ	大人モード(wiki)|30ライブ!(wiki)|オトナけもフレ(wiki)|年上バージョン(mt)|大人化(tagpair)	mt_unverified
18	general	cooperative paizuri	協力的なペイズリー	mt_unverified	協力的なペイズリー	ダブルパイズリ|横乳Wパイズリ|トリプルパイズリ|クアドラブルパイズリ	協力的なペイズリー(mt)|Wパイズリ(wiki)|ダブルパイズリ(wiki)|横乳Wパイズリ(wiki)	mt_unverified
18	general	pole	ポール	mt_unverified	ポール	さお|ポール|棒|竿	ポールダンス(tagpair)|ぼう(wiki)|さお(wiki)|ポール(wiki)|旗竿(tagpair)	mt_unverified
18	general	shortstack	ショートヘアの女の子1人	mt_unverified	ショートヘアの女の子1人		ショートスタック(wiki)|ショートヘアの女の子1人(mt)	sentence-like;mt_unverified
18	general	emile elanos	エミール・エラノス	mt_unverified	エミール・エラノス		エミール・エルァノス(tagpair)|エミール・エラノス(mt)	mt_unverified
18	general	roswaal mansion maid uniform	ロズウォール邸メイド服	mt_unverified	ロズウォール邸メイド服		ローザワールの館メイド服(tagpair)|ロズウォール邸メイド服(mt)	mt_unverified
18	general	furukawa otoha	古川音葉	mt_unverified	古川音葉		古川音葉(mt)	mt_unverified
18	general	porno (dohna dohna)	ポルノ (ドンナ・ドンナ)	mt_unverified	ポルノ (ドンナ・ドンナ)		ポルノ(tagpair)|ポルノ(ドーナドーナ)(tagpair)|ポルノ (ドンナ・ドンナ)(mt)	sentence-like;mt_unverified
17	general	bandaid on knee	膝の絆創膏	mt_unverified	膝の絆創膏		膝の絆創膏(mt)	mt_unverified
17	general	ass support	お尻のサポート	mt_unverified	お尻のサポート		お尻のサポート(mt)|尻持ち上げ(tagpair)	morpheme-family;mt_unverified
17	general	self wedgie	自分で股間を押さえる	mt_unverified	自分で股間を押さえる		セルフウェッジ(tagpair)|自分で股間を押さえる(mt)	mt_unverified
17	general	ass tattoo	お尻のタトゥー	mt_unverified	お尻のタトゥー		尻のタトゥー(tagpair)|お尻のタトゥー(mt)	morpheme-family;mt_unverified
17	general	platform sandals	プラットフォームサンダル	mt_verified	プラットフォームサンダル		プラットフォームサンダル(mt)|厚底サンダル(wiki)	sentence-like
17	general	humping	腰を振る動作	mt_unverified	腰を振る動作	ヘコヘコ	腰ヘコ(wiki)|ヘコヘコ(wiki)|擦り付け(tagpair)|擦り付ける(tagpair)|腰を振る動作(mt)	mt_unverified
17	general	knees	膝	mt_unverified	膝		膝(wiki)	mt_unverified
17	general	grey sweater	グレーのセーター	mt_unverified	グレーのセーター		灰色セーター(tagpair)|グレーのセーター(mt)|灰色のスウェット(tagpair)	mt_unverified
17	general	print bra	ブラジャーをプリントする	mt_verified	ブラジャーをプリントする		ブラジャーをプリントする(mt)|プリント柄のブラジャー(tagpair)|プリントブラ(tagpair)	sentence-like
17	general	male swimwear	男性用水着	mt_unverified	男性用水着	ビキニパンツ|ブーメランパンツ	男性用水着(mt)|競パン(wiki)|ビキニパンツ(wiki)|ブーメランパンツ(wiki)	mt_unverified
17	general	railing	手すり	mt_unverified	手すり		手すり(wiki)	mt_unverified
17	general	spreading another's pussy	他人のマンコを広げる	mt_unverified	他人のマンコを広げる		他人のマンコを広げる(mt)|他人の女性器を広げる(tagpair)	mt_unverified
17	general	reach-around	後ろから手を伸ばす	mt_unverified	後ろから手を伸ばす		後ろから手を伸ばす(mt)|背後から手コキ(wiki)	mt_unverified
17	general	partially undressed	半裸	mt_unverified	半裸	ほぼ裸|半裸|半分裸	半脱ぎ(wiki)|ほぼ裸(wiki)|半裸(wiki)	mt_unverified
17	general	dick-o-meter	ディコメーター	mt_unverified	ディコメーター		ディコメーター(mt)	mt_unverified
17	general	low-braided long hair	低い三つ編みの長い髪	mt_verified	低い三つ編みの長い髪		低い三つ編みの長い髪(mt)|低位置編み込み(tagpair)|低位置編み込み髪(tagpair)	morpheme-family
17	general	glaring	鋭い視線	mt_unverified	鋭い視線		ニラマレ(wiki)|ジト目(tagpair)|鋭い視線(mt)	mt_unverified
17	general	animal ear headwear	動物の耳が付いたヘッドギア	mt_unverified	動物の耳が付いたヘッドギア		動物耳帽子(tagpair)|動物耳付き帽子(tagpair)|動物の耳が付いたヘッドギア(mt)	sentence-like;mt_unverified
17	general	nervous sweating	緊張で汗が出る	mt_unverified	緊張で汗が出る		冷や汗(wiki)|緊張で汗が出る(mt)	mt_unverified
17	general	half-closed eye	目を半分閉じる	mt_unverified	目を半分閉じる	半眼	半目(wiki)|目を半分閉じる(mt)|半眼(wiki)	mt_unverified
17	general	navel cutout	おへそ開き	mt_unverified	おへそ開き		へそ窓(wiki)|おへそ開き(mt)|ヘソ出し(tagpair)|へそ出し(tagpair)	mt_unverified
17	general	holding game controller	ゲームコントローラーを持つ	mt_unverified	ゲームコントローラーを持つ		ゲームコントローラーを持つ(tagpair)|ゲームコントローラーを持つ人(tagpair)	sentence-like;mt_unverified
17	general	dappled sunlight	斑々とした日差し	mt_unverified	斑々とした日差し		木漏れ日(wiki)|斑々とした日差し(mt)	mt_unverified
17	general	sleeveless turtleneck	ノースリーブタートルネック	mt_verified	ノースリーブタートルネック		ノースリーブタートルネック(mt)|アメリカンスリーブ(wiki)	sentence-like
17	general	frilled thighhighs	フリル付きニーハイ	mt_unverified	フリル付きニーハイ		フリル付き膝丈ストッキング(tagpair)|フリル付き膝上丈ストッキング(tagpair)|フリル付きニーハイ(mt)	mt_unverified
17	general	holding popsicle	アイスを持つ	mt_unverified	アイスを持つ		アイスを持つ(mt)|アイスキャンディーを持つ(tagpair)|アイスキャンディー(tagpair)	mt_unverified
17	general	hand on another's stomach	他人のお腹に手を置く	mt_unverified	他人のお腹に手を置く		他人のお腹に手を置く(mt)|相手の腹に手を置く(tagpair)|相手の腹に手を当てる(tagpair)	mt_unverified
17	general	body fur	体毛	mt_unverified	体毛		体毛(tagpair)	mt_unverified
17	general	fur-trimmed gloves	毛皮付き手袋	mt_unverified	毛皮付き手袋		毛皮縁の手袋(tagpair)|毛皮付き手袋(mt)	mt_unverified
17	general	implied fellatio	フェラチオの暗示	mt_unverified	フェラチオの暗示		暗示的なフェラ(tagpair)|暗示的なフェラチオ(tagpair)|フェラチオの暗示(mt)|暗示口交(wiki)	mt_unverified
17	general	topknot	お団子頭	mt_unverified	お団子頭		お団子ヘア(tagpair)|お団子頭(mt)|結髪(tagpair)	mt_unverified
17	general	fundoshi	股引き	mt_unverified	股引き	フンドシ|ふんどし娘|ふんどしビキニ	ふんどし(wiki)|フンドシ(wiki)|ふんどし娘(wiki)|股引き(mt)	mt_unverified
17	general	pinafore dress	エプロンドレス	mt_unverified	エプロンドレス	エプロンドレス|ジャンパースカート	エプロンドレス(wiki)|ピナフォア(wiki)|ジャンパースカート(wiki)	mt_unverified
17	general	bald male	ハゲ男	mt_unverified	ハゲ男		ハゲ男(mt)	mt_unverified
17	general	cervical penetration	子宮頸部への挿入	mt_unverified	子宮頸部への挿入		子宮頸部への挿入(mt)|子宮姦(wiki)	mt_unverified
17	general	armpit lips	脇の唇	mt_unverified	脇の唇		脇の唇(mt)	mt_unverified
17	general	sue cornet	スー・コルネット	mt_unverified	スー・コルネット		スー・コルネット(mt)	mt_unverified
16	general	pussy focus	巨乳フォーカス	mt_unverified	巨乳フォーカス		膣フォーカス(tagpair)|巨乳フォーカス(mt)|膣中心(tagpair)	injected-word;mt_unverified
16	general	multi-strapped panties	複数のストラップ付きパンティー	mt_unverified	複数のストラップ付きパンティー		多ストラップパンティ(tagpair)|複数のストラップ付きパンティー(mt)	sentence-like;mt_unverified
16	general	striped neckwear	ストライプのネックウェア	mt_verified	ストライプのネックウェア		ストライプのネックウェア(mt)	sentence-like
16	general	exercising	運動	mt_unverified	運動	運動|体操	エクササイズ(wiki)|運動(wiki)|体操(wiki)	mt_unverified
16	general	splashing	水しぶき	mt_unverified	水しぶき	液体を撒く	水しぶき(wiki)|液体を撒く(wiki)|しぶき(tagpair)	mt_unverified
16	general	suspender skirt	スパンデックススカート	mt_unverified	スパンデックススカート	吊りスカート|ジャンパースカート|ハイウエストサスペンダースカート	吊りスカート(wiki)|ジャンパースカート(wiki)|スパンデックススカート(mt)|ジャンスカ(wiki)	mt_unverified
16	general	livestream	ライブ配信	mt_unverified	ライブ配信	ライブチャット|配信|直播|生放送	ライブ配信(wiki)|ライブチャット(wiki)|配信(wiki)|生放送(tagpair)	mt_unverified
16	general	animal costume	動物のコスチューム	mt_unverified	動物のコスチューム		動物の衣装(tagpair)|動物コスチューム(tagpair)|動物のコスチューム(mt)	mt_unverified
16	general	light frown	わずかなしわ顔	mt_unverified	わずかなしわ顔		軽い眉間寄せ(tagpair)|軽いしかめっ面(tagpair)|わずかなしわ顔(mt)	mt_unverified
16	general	double strap slip	二本ストラップのスリップドレス	mt_unverified	二本ストラップのスリップドレス		二本ストラップのスリップドレス(mt)	sentence-like;mt_unverified
16	general	white-framed eyewear	白いフレームの眼鏡	mt_unverified	白いフレームの眼鏡		白縁メガネ(tagpair)|白いフレームの眼鏡(mt)|白縁眼鏡(tagpair)	mt_unverified
16	general	amazon position	アマゾンポーズ	mt_unverified	アマゾンポーズ	ちんぐり騎乗位	アマゾンポーズ(mt)|ちんぐり騎乗位(wiki)|種搾りプレス(wiki)	mt_unverified
16	general	buruma aside	ブルマは除外	mt_unverified	ブルマは除外		股布ずらし(wiki)|ブルマは除外(mt)	mt_unverified
16	general	long twintails	長いツインテール	mt_unverified	長いツインテール		長いツインテール(mt)	mt_unverified
16	general	shoulder armor	肩当て	mt_unverified	肩当て	肩パッド|肩当	肩当て(wiki)|肩パッド(wiki)|肩当(wiki)	mt_unverified
16	general	unworn hat	未使用の帽子	mt_unverified	未使用の帽子	脱下的帽子	未使用の帽子(mt)|脱下的帽子(wiki)	mt_unverified
16	general	scribble censor	スクリブル修正あり	mt_unverified	スクリブル修正あり		スクリブル修正あり(mt)|乱雑な修正(tagpair)|乱雑なモザイク(tagpair)	mt_unverified
16	general	barbell piercing	バーベルピアス	mt_unverified	バーベルピアス		バーベルピアス(tagpair)|バー型ピアス(tagpair)	mt_unverified
16	general	dual persona	二つの姿	mt_unverified	二つの姿	同一キャラ|もう一人の自分|精分|二重人格	同キャラ(wiki)|同一キャラ(wiki)|もう一人の自分(wiki)|二重人格キャラクター(tagpair)|二つの姿(mt)	mt_unverified
16	general	grey hat	グレーハット	mt_unverified	グレーハット		灰色の帽子(tagpair)|灰色の頭巾(tagpair)|グレーハット(mt)	mt_unverified
16	general	holding swim ring	水遊び用リングを持つ	mt_unverified	水遊び用リングを持つ		水遊び用リングを持つ(mt)|浮き輪を持つ(tagpair)|スイムリングを持つ(tagpair)	mt_unverified
16	general	ofuda	お守り	mt_unverified	お守り	符|御札|神符|画符	お札(wiki)|お守り(mt)|符(wiki)|御札(wiki)|神符(tagpair)	mt_unverified
16	general	drink carton	飲料のパック	mt_unverified	飲料のパック		飲料のパック(mt)	mt_unverified
16	general	spoken musical note	発声音符	mt_unverified	発声音符		音楽記号(tagpair)|音楽記号付きセリフ(tagpair)|発声音符(mt)	mt_unverified
16	general	lube	潤滑剤	mt_unverified	潤滑剤		ローション(tagpair)|潤滑剤(tagpair)	han-outside-inventory;mt_unverified
16	general	on one knee	片膝つく	mt_unverified	片膝つく		片膝立ち(wiki)|片膝つく(mt)	mt_unverified
16	general	smelling penis	ペニスの匂い	mt_unverified	ペニスの匂い	チン嗅ぎ|ちんかぎ|ちんこくんか	ちん嗅ぎ(wiki)|チン嗅ぎ(wiki)|ペニスの匂い(mt)|ちんかぎ(wiki)|ちんこくんか(tagpair)	mt_unverified
16	general	spoken squiggle	話すスクィッグル	mt_unverified	話すスクィッグル		話すスクイグル(tagpair)|話すスクィッグル(mt)	mt_unverified
16	general	glint	きらめき	mt_unverified	きらめき		輝き(tagpair)|きらめき(mt)|反射光(tagpair)	mt_unverified
16	general	striped horns	縞模様の角	mt_unverified	縞模様の角		縞模様の角(tagpair)|ストライプの角(tagpair)	mt_unverified
16	general	fang out	全身を見せる	mt_unverified	全身を見せる		牙を出す(tagpair)|牙をむき出しにする(tagpair)|全身を見せる(mt)	mt_unverified
16	general	gokkun	ゴックン	mt_unverified	ゴックン	ゴムから精飲|精飲	ごっくん(wiki)|ゴムから精飲(wiki)|ゴックン(mt)|精飲(wiki)	mt_unverified
16	general	cooperative handjob	協力的なハンドジャック	mt_unverified	協力的なハンドジャック	W乳首舐め手コキ	協力的なハンドジャック(mt)|W手コキ(wiki)|W乳首舐め手コキ(wiki)	mt_unverified
16	general	frottage	フロッタージュ	mt_unverified	フロッタージュ	兜合わせ	膝コキ(wiki)|兜合わせ(wiki)|フロッタージュ(mt)	mt_unverified
16	general	plunging neckline	深いVネック	mt_unverified	深いVネック	深V	プランジングネック(wiki)|深いVネック(mt)|深V(wiki)	mt_unverified
16	general	cum in container	容器内に精液	mt_unverified	容器内に精液		精液容器(tagpair)|容器内に精液(mt)	mt_unverified
15	general	playing video games	ビデオゲームをプレイする	mt_verified	ビデオゲームをプレイする		ビデオゲームをプレイする(mt)	sentence-like
15	general	strappy heels	ストラップヒール	mt_unverified	ストラップヒール		ストラップヒール(mt)	mt_unverified
15	general	hands on another's thighs	他人のニーハイに手を置く	mt_unverified	他人のニーハイに手を置く		相手の太ももに手を置く(tagpair)|相手の太ももに手を当てる(tagpair)|他人のニーハイに手を置く(mt)	sentence-like;mt_unverified
15	general	sharp fingernails	鋭い爪	mt_unverified	鋭い爪		鋭い爪(tagpair)|尖った爪(tagpair)	mt_unverified
15	general	giving wedgie	ウェッジをする	mt_unverified	ウェッジをする		ウェッジをする(mt)	mt_unverified
15	general	katana	刀	mt_unverified	刀	打刀|太刀|日本刀	刀(wiki)|打刀(wiki)|太刀(wiki)|日本刀(tagpair)	mt_unverified
15	general	panties around ankles	足首周りのパンティー	mt_unverified	足首周りのパンティー		足首周りのパンティー(mt)|下着が足首に(tagpair)	mt_unverified
15	general	panties around one ankle	片方の足首周りのパンティー	mt_verified	片方の足首周りのパンティー		片方の足首周りのパンティー(mt)|パンツ片足(tagpair)|片足パンツ(tagpair)	sentence-like
15	general	two-tone gloves	二色の手袋	mt_unverified	二色の手袋		二色の手袋(mt)|二色手袋(tagpair)	mt_unverified
15	general	double-breasted	二つ折り襟	mt_unverified	二つ折り襟		二つ折り襟(mt)|両前(wiki)	mt_unverified
15	general	lace-trimmed thighhighs	レース付きニーハイ	mt_unverified	レース付きニーハイ		レース縁付き膝上ストッキング(tagpair)|レース付きニーハイ(mt)|レース縁付き膝丈ストッキング(tagpair)	mt_unverified
15	general	knees apart feet together	脚を広げて足を揃える	mt_unverified	脚を広げて足を揃える		足を揃える(tagpair)|膝を開く(tagpair)|脚を広げて足を揃える(mt)	mt_unverified
15	general	mechanical arms	機械の腕	mt_unverified	機械の腕	ロボアーム|機械腕|義肢拘束	メカ腕(wiki)|機械の腕(mt)|機械腕(wiki)|ロボアーム(wiki)	mt_unverified
15	general	head between breasts	胸の間の顔	mt_unverified	胸の間の顔	かまくらぱふぱふ	胸の間の顔(mt)|ぱふぱふ(wiki)|かまくらぱふぱふ(wiki)	mt_unverified
15	general	popsicle in mouth	口にアイスキャンディー	mt_unverified	口にアイスキャンディー		アイスキャンディー口(tagpair)|口にアイスキャンディー(mt)|咥えアイス(wiki)|アイスキャンディー(tagpair)	mt_unverified
15	general	heart print	ハート柄	mt_unverified	ハート柄		ハート柄(wiki)|ハート模様(tagpair)	mt_unverified
15	general	grey thighhighs	グレーのニーハイ	mt_unverified	グレーのニーハイ		灰色膝上タイツ(tagpair)|灰色膝上ストッキング(tagpair)|グレーのニーハイ(mt)	mt_unverified
15	general	tribadism	スクラール行為	mt_unverified	スクラール行為	磨豆腐	貝合わせ(wiki)|スクラール行為(mt)|磨豆腐(wiki)	mt_unverified
15	general	single kneehigh	片膝ニーハイ	mt_unverified	片膝ニーハイ		片足ソックス(wiki)|片膝ソックス(tagpair)|片膝丈ソックス(tagpair)|片膝ニーハイ(mt)	mt_unverified
15	general	flipped hair	逆立った髪	mt_unverified	逆立った髪	外はね	逆立った髪(mt)|外ハネ(wiki)|外はね(wiki)	mt_unverified
15	general	gym shorts	トレーニングショーツ	mt_unverified	トレーニングショーツ		ジム用ショートパンツ(tagpair)|トレーニングショーツ(mt)|ジムショーツ(tagpair)	mt_unverified
15	general	matsumoto minori (minagi kou)	松本みのり（みなぎこう）	mt_unverified	松本みのり（みなぎこう）		松本みのり（みなぎこう）(mt)	sentence-like;mt_unverified
15	general	excessive cum	過剰な精液	mt_unverified	過剰な精液	大量挟射	過剰な精液(mt)|大量射精(wiki)|大量挟射(wiki)	mt_unverified
15	general	beanie	ビーニー	mt_unverified	ビーニー	ビーニー帽|保暖帽	ビーニー(wiki)|ビーニー帽(wiki)|保暖帽(wiki)	mt_unverified
15	general	blue thighhighs	青いニーハイ	mt_unverified	青いニーハイ		青いニーハイ(mt)|青い膝上ストッキング(tagpair)|青い膝丈ストッキング(tagpair)	mt_unverified
15	general	fake phone screenshot	偽のスマホスクリーンショット	mt_verified	偽のスマホスクリーンショット		偽のスマホスクリーンショット(mt)|閉じ込めてみた(wiki)	sentence-like
15	general	penis to breast	ペニスから胸へ	mt_unverified	ペニスから胸へ		ペニスから胸へ(mt)|乳首ズリ(wiki)	mt_unverified
15	general	grey gloves	グレーの手袋	mt_unverified	グレーの手袋	灰色手套	灰色の手袋(tagpair)|グレーの手袋(mt)	mt_unverified
15	general	black cape	黒いマント	mt_unverified	黒いマント		黒マント(tagpair)|黒いマント(tagpair)	mt_unverified
15	general	crime prevention buzzer	犯罪防止ベル	mt_unverified	犯罪防止ベル		犯罪防止ベル(mt)|防犯ブザー(wiki)	mt_unverified
15	general	red headwear	赤い頭装飾	mt_unverified	赤い頭装飾		赤い帽子(tagpair)|赤い頭飾り(tagpair)|赤い頭装飾(mt)	mt_unverified
15	general	reverse fellatio	逆フェラチオ	mt_unverified	逆フェラチオ	倒置口交	逆さフェラ(wiki)|逆フェラチオ(mt)|倒置口交(wiki)	mt_unverified
15	general	pokephilia	ポケフィリア	mt_unverified	ポケフィリア	サナユウ|ポケモン×人間|人間♂×ポケモン♀	ポケ姦(wiki)|サナユウ(wiki)|ポケモン×人間(wiki)|ポケフィリア(mt)	mt_unverified
15	general	3koma	3コマ	mt_unverified	3コマ	三格漫画|3格漫画	3コマ(wiki)|三格漫画(wiki)|3格漫画(wiki)	mt_unverified
15	general	crossdressing	男装女形	mt_unverified	男装女形	女装男子	男装女形(mt)|異性装(wiki)|女装男子(wiki)|男装(tagpair)|女装(tagpair)	mt_unverified
15	general	tokiwa taichi	時輪太一	mt_unverified	時輪太一		時輪太一(mt)	mt_unverified
15	general	braided sidelock	編み込みのサイドポニーテール	mt_unverified	編み込みのサイドポニーテール		編み込みのサイドポニーテール(mt)|編み込みサイドテール(tagpair)|編み込みサイドロック(tagpair)	sentence-like;mt_unverified
14	general	stomach tattoo	お腹のタトゥー	mt_unverified	お腹のタトゥー		腹部のタトゥー(tagpair)|お腹のタトゥー(mt)	mt_unverified
14	general	floral print kimono	花柄の着物	mt_unverified	花柄の着物		花柄の着物(tagpair)|花柄着物(tagpair)	mt_unverified
14	general	oversized clothes	大きすぎる服	mt_unverified	大きすぎる服	だぼだぼ	大きすぎる服(mt)|ぶかぶか(wiki)|だぼだぼ(wiki)	mt_unverified
14	general	platform footwear	プラットフォームシューズ	mt_unverified	プラットフォームシューズ	厚底靴	プラットフォームシューズ(mt)|厚底(wiki)|厚底靴(wiki)	sentence-like;mt_unverified
14	general	sarong	サロン	mt_unverified	サロン	パレオビキニ	パレオ(wiki)|パレオビキニ(wiki)|サロン(mt)	mt_unverified
14	general	smoke	煙	mt_verified	煙		煙(wiki)	han-outside-inventory
14	general	book stack	本の山	mt_unverified	本の山		本の山(wiki)	mt_unverified
14	general	untied bikini top	緩んだビキニトップ	mt_unverified	緩んだビキニトップ		未結のビキニトップ(tagpair)|結ばれていないビキニトップ(tagpair)|緩んだビキニトップ(mt)	mt_unverified
14	general	asymmetrical horns	非対称な角	mt_unverified	非対称な角		非対称な角(tagpair)|不対称な角(tagpair)	mt_unverified
14	general	hand in own panties	自分のパンティを差し出す	mt_unverified	自分のパンティを差し出す		自分のパンティを差し出す(mt)|自分のパンツに手を入れる(tagpair)|自分のパンツに手を突っ込む(tagpair)	sentence-like;mt_unverified
14	general	hand in another's panties	他人のパンティを渡す	mt_unverified	他人のパンティを渡す		他人のパンティを渡す(mt)|他人の下着に手を(tagpair)|他人の下着に手を入れる(tagpair)	mt_unverified
14	general	bun cover	髪型カバー	mt_unverified	髪型カバー		髪型カバー(mt)|髪飾り(tagpair)|バレッタ(tagpair)	mt_unverified
14	general	star in eye	目に入る星	mt_unverified	目に入る星		星の目(tagpair)|目に入る星(mt)	mt_unverified
14	general	smoking	喫煙	mt_verified	喫煙	煙草|喫煙	喫煙(wiki)|くわえタバコ(wiki)|煙草(wiki)	han-outside-inventory
14	general	frilled panties	フリル付きパンティー	mt_unverified	フリル付きパンティー		フリル付きパンティー(mt)|フリルパンツ(tagpair)|フリル付き下着(tagpair)	mt_unverified
14	general	female pov	女性視点	mt_unverified	女性視点	谷間本人視点	女性視点(mt)|女性主観視点(wiki)|谷間本人視点(wiki)	mt_unverified
14	general	blue serafuku	青い制服	mt_unverified	青い制服		青い制服(mt)|青いセーラー服(tagpair)	mt_unverified
14	general	cooperative pussyjob	協力的なオナニー奉仕	mt_unverified	協力的なオナニー奉仕		協力的なオナニー奉仕(mt)|W素股(wiki)	mt_unverified
14	general	shorts aside	ショートパンツを除く	mt_unverified	ショートパンツを除く		ショートパンツ(tagpair)|ショートパンツ姿(tagpair)|ショートパンツを除く(mt)	mt_unverified
14	general	perpendicular paizuri	垂直パイズリ	mt_unverified	垂直パイズリ	垂直乳交	縦パイズリ(wiki)|垂直パイズリ(mt)|垂直乳交(wiki)	mt_unverified
14	general	nursing handjob	看護師のハンドジョブ	mt_unverified	看護師のハンドジョブ	哺乳手淫	授乳手コキ(wiki)|看護師のハンドジョブ(mt)	mt_unverified
14	general	two-tone ribbon	二色リボン	mt_unverified	二色リボン		二色リボン(tagpair)|二色のリボン(tagpair)	mt_unverified
14	general	blunt tresses	太いストレートヘア	mt_unverified	太いストレートヘア		無造作な髪(tagpair)|無造作な髪形(tagpair)|太いストレートヘア(mt)	mt_unverified
14	general	tress ribbon	リボンの髪飾り	mt_unverified	リボンの髪飾り		髪のリボン(tagpair)|髪飾りリボン(tagpair)|リボンの髪飾り(mt)	mt_unverified
14	general	two-footed footjob	二足でのフットジョブ	mt_unverified	二足でのフットジョブ		二足でのフットジョブ(mt)|両足でのフェラチオ(tagpair)|両足でのフットジョブ(tagpair)	mt_unverified
14	general	flower knot	花の結び目	mt_unverified	花の結び目		花結び(tagpair)|花の結び目(mt)|花結びリボン(tagpair)	mt_unverified
14	general	hair stick	髪留め	mt_unverified	髪留め		髪留め(mt)	mt_unverified
14	general	pinstripe pattern	縞模様	mt_unverified	縞模様		ピンストライプ柄(tagpair)|縞模様(mt)|ピンストライプ(tagpair)	han-outside-inventory;mt_unverified
14	general	impossible clothes	あり得ない服装	mt_unverified	あり得ない服装		あり得ない服装(mt)|乳袋(wiki)	mt_unverified
14	general	presenting ass	お尻を見せる	mt_unverified	お尻を見せる		お尻を見せる(mt)	morpheme-family;mt_unverified
